,airline_sentiment,airline,name,text,date
14333,negative,American,JasonShaw2,@AmericanAir that's if it is ever complete and if i can ever get through customer service #theydontanswer,2015-02-22
14334,negative,American,m0nica,"@AmericanAir Where are your tickets offices in Boston? Impossible to book by phone or use vouchers on website, what a headache. PLEASE HELP!",2015-02-22
14335,negative,American,skyfullofbacon,"@AmericanAir not sure what this means but son and I will certainly have operational needs for seats during Flt. 1679 next Friday, yet...",2015-02-22
14336,positive,American,willie_funk,@AmericanAir flights have been on time Late Flightly though!,2015-02-22
14337,negative,American,tcunningham10,@AmericanAir @SentieriMelinda Any updates? It shouldn't take hours for assistance. I love @SouthwestAir,2015-02-22
14338,negative,American,Aero0729,@AmericanAir I've flown you many years without a complaint. You should start listening to your customers.  You went from first to worst,2015-02-22
14339,negative,American,itsNGHTMRE,@AmericanAir Cancelled Flightled 2 of my flights for maintenance. Customer service desk is empty... Can I get a hotel at least? http://t.co/ypbkCiRBXu,2015-02-22
14340,negative,American,Aero0729,@AmericanAir served me rubber pasta covered In sauce that tastes like plastic. Do you have any food for human consumption anymore ?,2015-02-22
14341,negative,American,leemikezapata,"@AmericanAir why do #exp members have to wait ""over 2 hours"" to speak with an operator? Surely this is a mistake?",2015-02-22
14342,negative,American,Diane_Lowery,@AmericanAir u Cancelled Flightled my flight for tomorrow and tell me to call reservations but then refuse to take my call!!!  #not cool #hateful,2015-02-22
14343,negative,American,willie_funk,@AmericanAir No worries they called back 4 hrs Late Flightr while I was asleep and took an additional $200 fee. So by AA standards everything's gr8,2015-02-22
14344,negative,American,Davitossss,@AmericanAir u cant spell airline and I trusted you to get me home on time and safe you are the worst #gobankrupt http://t.co/aM9CuieWO4,2015-02-22
14345,negative,American,superyan,@AmericanAir TY Can you confirm or deny if AA953 left JFK? I want to figure out if more delays are in store. Internet giving different info.,2015-02-22
14346,negative,American,m0nica,"@AmericanAir Where are your ticket offices in Boston? Impossible to book by phone or use voucher on website, what a headache! PLEASE HELP!",2015-02-22
14347,negative,American,GaryBrickhouse,@AmericanAir I changed my own flight to tonight. Why couldn't AA do that on my behalf instead of a flight tomorrow? Poor effort all around.,2015-02-22
14348,neutral,American,williebikes,@AmericanAir should be seeing this sunset from St. John usvi not philly!! http://t.co/DnDOepquKz,2015-02-22
14349,negative,American,JulianaSheldon,@AmericanAir she should not only get a refund but also an apology for the deplorable service.,2015-02-22
14350,negative,American,JulianaSheldon,"@AmericanAir third you lost her bag &amp; after 50 mins of being on hold you told her she would ""eventually get her bag"" completely unacceptable",2015-02-22
14351,negative,American,JulianaSheldon,"@AmericanAir second, she sat on the Tarmac for 3 hrs only to be told it would be 30 mins",2015-02-22
14352,negative,American,tampajody,@AmericanAir there's a direct from Miami w a seat but u rebooked niece Tuesday. Can't get through on phones? #customerservicefail,2015-02-22
14353,negative,American,tyhamm28,@AmericanAir you have such a confusing web site/complicated ordering process. This is why I typically fly @SouthwestAir.,2015-02-22
14354,negative,American,JulianaSheldon,@AmericanAir first my sister had ZERO food in her cross country flight with no type of warning or voucher,2015-02-22
14355,negative,American,jessicaclaire,@AmericanAir I need to change a ticket and my res can't be changed online.  I also can't get a call through due to high volume--can u help?,2015-02-22
14356,negative,American,MatthewJMedlin,@AmericanAir rented van drove 250 miles with 6 strangers.  Arrived home 6:00am. No offers of help from AA. http://t.co/BTTGmyN0A0,2015-02-22
14357,negative,American,isainsbury,@AmericanAir the ticket is a poor gesture of goodwill (for missed trip) to a top status flyer - I may not next time (AA91 LHR-ORD 2/16),2015-02-22
14358,negative,American,ProConPartners,@AmericanAir @NY_NJairports Do you guys teach poor customer service or is it just part of an american dream?,2015-02-22
14359,negative,American,iamdankaufman,"@AmericanAir 3231DTW to LAG at 4:45. Flight Cancelled Flightled with no notice. Given a voucher to a dirty hotel, with no food vouchers or apology.",2015-02-22
14360,positive,American,isainsbury,@AmericanAir I would like to thank the customer service team for their response to my Cancelled Flightled flight but just offering to (cont),2015-02-22
14361,negative,American,MatthewJMedlin,"@AmericanAir 
No one answers phone, delayed/Cancelled Flightled flights. Rude employees. You only get (I'm sorry, we apologize) blah blah blah. Bad",2015-02-22
14362,negative,American,osteenam,@AmericanAir Reservation Line won't let me speak to a representative because they are too busy. They literally disconnect you. Why bother?,2015-02-22
14363,positive,American,csb2107,@AmericanAir yes called your UK number on skype…well worth the $.50.  i recommend others do the same.,2015-02-22
14364,negative,American,hovy5019,@AmericanAir Im trying to call and book a reward ticket on one world partners but your automated system wont let me talk to any1.  Great job,2015-02-22
14365,negative,American,macario2,"@AmericanAir we are waiting flight 919 !
We are at JFK for about 24h !! #NewYork #919 #viracopos #AmericanAirlines http://t.co/3FheS0lPMU",2015-02-22
14366,negative,American,Bardi_toto,@AmericanAir @travisamex please please American call me so I can rebook ticket .,2015-02-22
14367,negative,American,KuperMini,@AmericanAir @dfwairport  Have been trying to get canx flight resched since noon.  got 2 call backs but call disconnects as soon as I answer,2015-02-22
14368,negative,American,williebikes,@AmericanAir most horrendous service ever !! On off two planes. Been in Phil for 10 hrs. Now captain can't get flight info to print? #wtf,2015-02-22
14369,negative,American,Davitossss,@AmericanAir you suck worst airline ever I will never be flying you again I have been stuck here for 13 hours no one is helping #fuckoff,2015-02-22
14370,negative,American,dave_dcollins,@AmericanAir I have been on hold 3 hours.  2 seconds of it with a rude agent.,2015-02-22
14371,negative,American,tomrquicksell,"@AmericanAir  Dear American, when did 2 hour hold times become the industry standard?  Have you heard of additional staffing during weather?",2015-02-22
14372,negative,American,realfrecks,".@AmericanAir: the best the agent could do is put me on a flight arriving tomorrow afternoon, with a six hour layover.",2015-02-22
14373,negative,American,MeereeneseKnot,"@AmericanAir that's unacceptable. They should allow me to wait on hold, or take my number and call me themselves.",2015-02-22
14374,positive,American,mwasserman818,@AmericanAir RDU Customer Service is awesome. Thanks! Give em all bonuses.,2015-02-22
14375,negative,American,Flora_Lola_NYC,@AmericanAir I let a crew member know every time this happens.  Which is most of the time.,2015-02-22
14376,negative,American,skadott,@AmericanAir are you kidding me?  No one answering calls on reserv line due to high call volume and not even an option to wait.  Brutal,2015-02-22
14377,negative,American,maribarrera,@AmericanAir LGA 2 Nashville Cancelled Flightled phone center no help. Fabulous staff at gate D4 helped-2 young men handled crowd well.,2015-02-22
14378,negative,American,smiertspionom,@AmericanAir man we have been sitting in #UA4753 on the tarmac for 30 mins...rescue us please!,2015-02-22
14379,neutral,American,PLHamel,"@AmericanAir Next Friday, I'll take AA3074 to LGA.Sat morning, US1951+US874.Do I have to take my bags at LGA or I get them to my final dest?",2015-02-22
14380,neutral,American,TejasGooner,@AmericanAir your message was delayed I just responded,2015-02-22
14381,negative,American,eneyberg,"@AmericanAir please fix your inventory system, Plat upgraded then bumped DOWN after boarding, FA said they made a mistake. AA45 3A➡️8C 😕",2015-02-22
14382,positive,American,mathardin,"@AmericanAir I'm flying with your competitor today, starts with an U and ends with D. I will never make that mistake again. #americanforlife",2015-02-22
14383,positive,American,MikeCunningham,@AmericanAir Always enjoy my time. Now on the plane to DFW!,2015-02-22
14384,negative,American,MatthewJMedlin,"@AmericanAir 

Late Flight from phoenix, gave ticks away when arrived chicago, held bags hostage chicago, rented van drove to toledo. 5 hr drive.",2015-02-22
14385,negative,American,jetset2015,"@AmericanAir need assistance. very frustrated I can't reach reservations by phone. trying to book online &amp; get ""fare no longer avail"" msg",2015-02-22
14386,negative,American,SchrierCar,@AmericanAir I want to speak to a human being! !!  This is not an obscene request!,2015-02-22
14387,negative,American,TemlyLouise,"@AmericanAir flight 2470 tomorrow, have no idea if we've been rescheduled and can't fix online? Have to talk to an agent yet no one answers?",2015-02-22
14388,negative,American,sweetmel,@AmericanAir Are you kidding? You don't think I've done that?? I've called dozens of times &amp; it tells me to call back &amp; hangs up.,2015-02-22
14389,negative,American,otisday,@AmericanAir I did. Should i expect a response in this fiscal year? This calendar year? Never?,2015-02-22
14390,negative,American,PhotosBySharon,@AmericanAir Still waiting on bags from flight 1613/2440 yesterday  First Class passenger not happy with your service.,2015-02-22
14391,positive,American,kidith_paulino,@AmericanAir AA2416 on time and awesome flight. Great job American!,2015-02-22
14392,negative,American,salitron78,@AmericanAir no response to DM or email yet.  customer service?,2015-02-22
14393,negative,American,yishai,@AmericanAir understand waiting 2+ hours for callback on the exec plat line but when call dropped the agent could at least try again,2015-02-22
14394,negative,American,A_for_AdNauseam,@AmericanAir but they refused to unload our luggage so we're stuck in below freezing weather w/o our cold weather clothes.,2015-02-22
14395,negative,American,coffeeculture,@AmericanAir that's not what I asked :)) I'm looking to change a Flight Booking Problems for 03.03. Can you help,2015-02-22
14396,negative,American,c_cgottlieb,@AmericanAir your service is horrible. I can't get a straight answer from your ground agents.,2015-02-22
14397,negative,American,txbu20,@AmericanAir why was my flight from Miami to Dallas Monday  rescheduled to Tuesday?,2015-02-22
14398,negative,American,A_for_AdNauseam,@AmericanAir Yes. Your service in GUC sucks. Your gate agent pushed a passenger and has been rude to everyone since we got here.,2015-02-22
14399,negative,American,jmgscott,"@AmericanAir 1491 DEN -&gt; DFW. We don't want to be ticketed on a new flight, just refunded for our Cancelled Flighted flight.",2015-02-22
14400,negative,American,CarlosMourino,@AmericanAir After 3 days NO BAGs amazing the way that you neglect customers,2015-02-22
14401,negative,American,5amantha_marie,@AmericanAir Worst airline ever. We have been stranded for 24 hours because of your 7 hour delay with flight 104 last night.,2015-02-22
14402,negative,American,farfalla818,@AmericanAir is there not an email address I can send my issue to? you guys screwed up and rebooked my flight to the wrong day!  please help,2015-02-22
